Title,redump_name,serial,MCPFile,EMUFile,PSPSerial,Language,Developer,Genre,Publisher,Release_Date,Region,uuid,Filename
Murakoshi Seikai no Bakuchou SeaBass Fishing (Disc 1),Murakoshi Seikai no Bakuchou SeaBass Fishing (Japan) (Disc 1),SLPS-01988,SLPS-01988-1.mcd,SLPS-01988_1.mcd,SLPS01988,Japanese,A-Wave,Fishing,Victor Entertainment,3/25/1999,NTSC-J,1999-02-07-15-37-13-00,
Murakoshi Seikai no Bakuchou SeaBass Fishing (Disc 2),Murakoshi Seikai no Bakuchou SeaBass Fishing (Japan) (Disc 2),SLPS-01989,SLPS-01989-1.mcd,SLPS-01989_1.mcd,SLPS01989,Japanese,A-Wave,Fishing,Victor Entertainment,3/25/1999,NTSC-J,1999-02-07-17-06-23-00,
Mushi no Idokoro,Mushi no Idokoro (Japan),SLPS-00375,SLPS-00375-1.mcd,SLPS-00375_1.mcd,SLPS00375,Japanese,Gen Soft,Puzzle,Gen Soft,6/28/1996,NTSC-J,1996-03-27-19-27-40-00,
Mushitarou,Mushitarou (Japan),SLPS-02816,SLPS-02816-1.mcd,SLPS-02816_1.mcd,SLPS02816,Japanese,Victor Entertainment,Action / Simulation,Victor Entertainment,7/6/2000,NTSC-J,0000-02-24-18-39-40-00,
Music: Music Creation for the PlayStation,"Music - Music Creation for the PlayStation (Europe) (En,Fr,De,Es,It)",SLES-01356,SLES-01356-1.mcd,SLES-01356_1.mcd,SLES01356,English / French / German / Italian / Spanish,Jester Interactive,Music,Codemasters,11/20/1998,PAL,1998-10-29-21-02-05-00,
Music 2000 (Demo),Music 2000 (Europe) (Demo),SLED-02539,SLED-02539-1.mcd,SLED-02539_1.mcd,SLED02539,English,N/A,N/A,N/A,N/A,PAL,1999-11-10-09-43-37-00,
Music 2000,"Music 2000 (Europe) (En,Fr,De,Es,It)",SLES-02224,SLES-02224-1.mcd,SLES-02224_1.mcd,SLES02224,English / French / German / Italian / Spanish,Jester Interactive,Music,Codemasters,11/30/1999,PAL,1999-11-01-14-15-56-00,
Muteki-ou Tri-Zenon,Muteki-ou Tri-Zenon (Japan),SLPM-86790,SLPM-86790-1.mcd,SLPM-86790_1.mcd,SLPM86790,Japanese,General Entertainment,Laser Disc / Interactive Movie / Mini Games,Marvelous Interactive,3/15/2001,NTSC-J,2001-01-24-00-00-00-00,
My Disney Kitchen,My Disney Kitchen (USA),SLUS-01512,SLUS-01512-1.mcd,SLUS-01512_1.mcd,SLUS01512,English,Disney Interactive,Educational / Cooking,Bam Entertainment,6/10/2002,NTSC-U,2002-09-21-14-34-17-00,
My Dream: On Air ga Matenakute (Disc 1),My Dream - On Air ga Matenakute (Japan) (Disc 1),SLPS-00996,SLPS-00996-1.mcd,SLPS-00996_1.mcd,SLPS00996,Japanese,Nihon Create,Simulation,Nihon Create,9/18/1997,NTSC-J,1997-02-25-10-41-45-00,
My Dream: On Air ga Matenakute (Disc 2),My Dream - On Air ga Matenakute (Japan) (Disc 2),SLPS-00997,SLPS-00997-1.mcd,SLPS-00997_1.mcd,SLPS00997,Japanese,Nihon Create,Simulation,Nihon Create,9/18/1997,NTSC-J,1997-02-25-10-41-45-00,
My Garden,My Garden (Japan),SLPS-02213,SLPS-02213-1.mcd,SLPS-02213_1.mcd,SLPS02213,Japanese,Technosoft,Simulation,Technosoft,9/2/1999,NTSC-J,1999-07-17-23-59-59-00,
My Home Dream,My Home Dream (Japan),SLPS-00931,SLPS-00931-1.mcd,SLPS-00931_1.mcd,SLPS00931,Japanese,Progress,Constructing / Simulation / Strategy,Victor Interactive Software,7/24/1997,NTSC-J,1997-06-10-21-00-00-00,
"My Home Dream 2: Niwatsuki Ikkodate de, Ikou!","My Home Dream 2 - Niwatsuki Ikkodate de, Ikou! (Japan)",SLPS-02470,SLPS-02470-1.mcd,SLPS-02470_1.mcd,SLPS02470,Japanese,Progress,Simulation,Victor Interactive Software,12/2/1999,NTSC-J,1999-10-10-16-30-00-00,
Myaon o Sagase,Myaon o Sagase (Japan),SLPM-80194,SLPM-80194-1.mcd,SLPM-80194_1.mcd,SLPM80194,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1997-11-26-00-00-00-00,
Myst,"Myst (Europe) (En,Fr,De,Es,It)",SLES-00218,SLES-00218-1.mcd,SLES-00218_1.mcd,SLES00218,English / French / German / Italian / Spanish,Cyan Worlds,Adventure,Psygnosis,11/15/1996,PAL,1996-08-22-18-00-00-00,
Myst,Myst (Japan),SLPS-00024,SLPS-00024-1.mcd,SLPS-00024_1.mcd,SLPS00024,Japanese,Cyan Worlds,Adventure,Soft Bank,1/27/1995,NTSC-J,1994-09-29-20-28-46-00,
Myst,Myst (Japan) (Rev 1),SLPS-00024,SLPS-00024-1.mcd,SLPS-00024_1.mcd,SLPS00024,Japanese,Cyan Worlds,Adventure,Soft Bank,1/27/1995,NTSC-J,1994-09-29-20-28-46-00,
Myst,Myst (Japan) (Rev 2),SLPS-00024,SLPS-00024-1.mcd,SLPS-00024_1.mcd,SLPS00024,Japanese,Cyan Worlds,Adventure,Soft Bank,1/27/1995,NTSC-J,1994-09-29-20-28-46-00,
Myst,Myst (Japan) (Rev 2),SLPS-02924,SLPS-02924-1.mcd,SLPS-02924_1.mcd,SLPS02924,Japanese,Cyan Worlds,Adventure,Sunsoft,8/3/2000,NTSC-J,1994-09-29-20-28-46-00,
Myst,Myst (Japan) (Rev 2),SLPS-91023,SLPS-91023-1.mcd,SLPS-91023_1.mcd,SLPS91023,Japanese,Cyan Worlds,Adventure,Soft Bank,3/28/1997,NTSC-J,1994-09-29-20-28-46-00,
Myst,Myst (USA),SCUS-94602,SCUS-94602-1.mcd,SCUS-94602_1.mcd,SCUS94602,English,Cyan Worlds,Adventure,Psygnosis,9/30/1996,NTSC-U,1996-08-23-17-00-00-00,
Mystic Ark: Maboroshi Gekijou,Mystic Ark - Maboroshi Gekijou (Japan),SLPM-86147,SLPM-86147-1.mcd,SLPM-86147_1.mcd,SLPM86147,Japanese,Enix,Adventure / Action,Enix,3/18/1999,NTSC-J,1999-02-09-02-43-00-00,
Mystic Ark: Maboroshi Gekijou,Mystic Ark - Maboroshi Gekijou (Japan) (Demo),SLPM-80392,SLPM-80392-1.mcd,SLPM-80392_1.mcd,SLPM80392,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1999-01-08-14-16-14-00,
The Mystic Dragoons,"Mystic Dragoons, The (Japan)",SLPS-02103,SLPS-02103-1.mcd,SLPS-02103_1.mcd,SLPS02103,Japanese,Dual,RPG,Xing Entertainment,6/17/1999,NTSC-J,1999-05-19-22-30-00-00,
Mystic Mind: Yureru Omoi (Disc 1),Mystic Mind - Yureru Omoi (Japan) (Disc 1),SLPS-01562,SLPS-01562-1.mcd,SLPS-01562_1.mcd,SLPS01562,Japanese,Family Soft,Dating / Simulation,MyCom (Mainichi Communications),9/3/1998,NTSC-J,1998-07-26-01-03-00-00,
Mystic Mind: Yureru Omoi (Disc 2),Mystic Mind - Yureru Omoi (Japan) (Disc 2),SLPS-01563,SLPS-01563-1.mcd,SLPS-01563_1.mcd,SLPS01563,Japanese,Family Soft,Dating / Simulation,MyCom (Mainichi Communications),9/3/1998,NTSC-J,1998-07-26-01-03-00-00,
N Gauge Unten Kibun Game: Gatan Goton,N Gauge Unten Kibun Game - Gatan Goton (Japan),SLPM-86217,SLPM-86217-1.mcd,SLPM-86217_1.mcd,SLPM86217,Japanese,Beyond Interactive,Simulation,Toshiba EMI,3/11/1999,NTSC-J,1999-02-01-01-34-07-00,
N Gauge Unten Kibun Game: Gatan Goton,N Gauge Unten Kibun Game - Gatan Goton (Japan) (Major Wave),SLPM-86766,SLPM-86766-1.mcd,SLPM-86766_1.mcd,SLPM86766,Japanese,Beyond Interactive,Simulation,Hamster,3/29/2001,NTSC-J,2001-01-29-22-00-00-00,
Mars Moose Cosmic Quest 1: City Sights,Mars Moose Cosmic Quest 1 - City Sights (USA),LSP-903013,LSP-903013-1.mcd,LSP-903013_1.mcd,LSP903013,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Mars Moose Cosmic Quest 2: Fairy Tale Island,Mars Moose Cosmic Quest 2 - Fairy Tale Island (USA),LSP-903020,LSP-903020-1.mcd,LSP-903020_1.mcd,LSP903020,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Mars Moose Cosmic Quest 3: Race Through France,Mars Moose Cosmic Quest 3 - Race Through France (USA),LSP-903037,LSP-903037-1.mcd,LSP-903037_1.mcd,LSP903037,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Mars Moose Stay and Play 1: In the Clubhouse,Mars Moose Stay and Play 1 - In the Clubhouse (USA),LSP-903044,LSP-903044-1.mcd,LSP-903044_1.mcd,LSP903044,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Mars Moose Stay and Play 2: In Mars' Bedroom,Mars Moose Stay and Play 2 - In Mars' Bedroom (USA),LSP-903051,LSP-903051-1.mcd,LSP-903051_1.mcd,LSP903051,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Mars Moose Stay and Play 3: In Lonnie's Classroom,Mars Moose Stay and Play 3 - In Lonnie's Classroom (USA),LSP-903068,LSP-903068-1.mcd,LSP-903068_1.mcd,LSP903068,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Mars Moose Adventure: WalkAbout 3: World Sports Day,Mars Moose Adventure - WalkAbout 3 - World Sports Day (USA),LSP-903099,LSP-903099-1.mcd,LSP-903099_1.mcd,LSP903099,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Liquid Books Adventure 2: Amrita's Trees / Cerdito and the Coyote,Liquid Books Adventure 2 - Amrita's Trees & Cerdito and the Coyote (USA),LSP-903112,LSP-903112-1.mcd,LSP-903112_1.mcd,LSP903112,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Liquid Books Adventure 3: Far-Fetched Frontier Tales,Liquid Books Adventure 3 - Far-Fetched Frontier Tales (USA),LSP-903129,LSP-903129-1.mcd,LSP-903129_1.mcd,LSP903129,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Liquid Books Adventure 4: The Adventures of Adelita and Bo,Liquid Books Adventure 4 - The Adventures of Adelita and Bo (USA),LSP-903136,LSP-903136-1.mcd,LSP-903136_1.mcd,LSP903136,English,Lightspan,Adventure / Educational,Lightspan,1997,NTSC-U,N/A,
Creative Camp,Creative Camp (USA),LSP-903150,LSP-903150-1.mcd,LSP-903150_1.mcd,LSP903150,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 1a: Reshaping Googol: The Submarine,"Secret of Googol 1a, The - Reshaping Googol - The Submarine (USA)",LSP-903310,LSP-903310-1.mcd,LSP-903310_1.mcd,LSP903310,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 1b: Reshaping Googol: The Tower,"Secret of Googol 1b, The - Reshaping Googol - The Tower (USA)",LSP-903327,LSP-903327-1.mcd,LSP-903327_1.mcd,LSP903327,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 2a: Reshaping Googol: The Castle,"Secret of Googol 2a, The - Reshaping Googol - The Castle (USA)",LSP-903334,LSP-903334-1.mcd,LSP-903334_1.mcd,LSP903334,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 2b: Reshaping Googol: Under the Ocean,"Secret of Googol 2b, The - Reshaping Googol - Under the Ocean (USA)",LSP-903341,LSP-903341-1.mcd,LSP-903341_1.mcd,LSP903341,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 3: The Googol Counting Fair: Midways,"Secret of Googol 3, The - The Googol Counting Fair - Midways (USA)",LSP-903358,LSP-903358-1.mcd,LSP-903358_1.mcd,LSP903358,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 4: The Googol Counting Fair: Corral / Fun House,"Secret of Googol 4, The - The Googol Counting Fair - Corral & Fun House (USA)",LSP-903365,LSP-903365-1.mcd,LSP-903365_1.mcd,LSP903365,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 5: Googolfest: Party Isle / Toy Isle,"Secret of Googol 5, The - Googolfest - Party Isle & Toy Isle (USA)",LSP-903372,LSP-903372-1.mcd,LSP-903372_1.mcd,LSP903372,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 6: Googolfest: Arcade Isle / Moon Feast Isle,"Secret of Googol 6, The - Googolfest - Arcade Isle & Moon Feast Isle (USA)",LSP-903389,LSP-903389-1.mcd,LSP-903389_1.mcd,LSP903389,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Secret of Googol 7: Eggs All Around: Egg Trek / Balloon Picnic,"Secret of Googol 7, The - Eggs All Around - Egg Trek & Balloon Picnic (USA)",LSP-903396,LSP-903396-1.mcd,LSP-903396_1.mcd,LSP903396,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Mona & Moki 1: Drive Me Wild!,Mona & Moki 1 - Drive Me Wild! (USA),LSP-905017,LSP-905017-1.mcd,LSP-905017_1.mcd,LSP905017,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Mona & Moki 2: Drive Me Wilder!,Mona & Moki 2 - Drive Me Wilder! (USA),LSP-905024,LSP-905024-1.mcd,LSP-905024_1.mcd,LSP905024,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Calamity 1: The Natural World,Calamity 1 - The Natural World (USA),LSP-905031,LSP-905031-1.mcd,LSP-905031_1.mcd,LSP905031,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Calamity 2: People and Traditions,Calamity 2 - People and Traditions (USA),LSP-905048,LSP-905048-1.mcd,LSP-905048_1.mcd,LSP905048,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Calamity 3: Around the World,Calamity 3 - Around the World (USA),LSP-905055,LSP-905055-1.mcd,LSP-905055_1.mcd,LSP905055,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
K9.5 1: Live in Airedale,K9.5 1 - Live in Airedale (USA),LSP-905062,LSP-905062-1.mcd,LSP-905062_1.mcd,LSP905062,English,Lightspan,Adventure / Educational,Lightspan,1996,NTSC-U,N/A,
K9.5 2: We Are the Dogs!,K9.5 2 - We Are the Dogs! (USA),LSP-905079,LSP-905079-1.mcd,LSP-905079_1.mcd,LSP905079,English,Lightspan,Adventure / Educational,Lightspan,1996,NTSC-U,N/A,
K9.5 3: WebTunes,K9.5 3 - WebTunes (USA),LSP-905086,LSP-905086-1.mcd,LSP-905086_1.mcd,LSP905086,English,Lightspan,Adventure / Educational,Lightspan,1996,NTSC-U,N/A,
K9.5 4: The Tail-Wag Tour,K9.5 4 - The Tail-Wag Tour (USA),LSP-905093,LSP-905093-1.mcd,LSP-905093_1.mcd,LSP905093,English,Lightspan,Adventure / Educational,Lightspan,1996,NTSC-U,N/A,
KazMania 1: Trail of Gems,KazMania 1 - Trail of Gems (USA),LSP-905123,LSP-905123-1.mcd,LSP-905123_1.mcd,LSP905123,English,Lightspan,Adventure / Educational,Lightspan,1996,NTSC-U,N/A,
Cosmic Cookoff: Language Arts,Cosmic Cookoff - Language Arts (USA),LSP-905154,LSP-905154-1.mcd,LSP-905154_1.mcd,LSP905154,English,Lightspan,Adventure / Educational,Lightspan,1996,NTSC-U,N/A,
Faire Games: Language Arts,Faire Games - Language Arts (USA),LSP-905161,LSP-905161-1.mcd,LSP-905161_1.mcd,LSP905161,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Quaddle Family Mysteries 1: The Case of the Scarce Scarab: Lobby / Kitchen,"Quaddle Family Mysteries, The 1 - The Case of the Scarce Scarab - Lobby & Kitchen (USA)",LSP-905314,LSP-905314-1.mcd,LSP-905314_1.mcd,LSP905314,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Quaddle Family Mysteries 2: The Case of the Scarce Scarab: Garden,"Quaddle Family Mysteries, The 2 - The Case of the Scarce Scarab - Garden (USA)",LSP-905321,LSP-905321-1.mcd,LSP-905321_1.mcd,LSP905321,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
The Quaddle Family Mysteries 3: The Case of the Scarce Scarab: Parlor / Family Room,"Quaddle Family Mysteries, The 3 - The Case of the Scarce Scarab - Parlor & Family Room (USA)",LSP-905338,LSP-905338-1.mcd,LSP-905338_1.mcd,LSP905338,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
P.K.'s Place 1: Party on the Patio!,P.K.'s Place 1 - Party on the Patio! (USA),LSP-905345,LSP-905345-1.mcd,LSP-905345_1.mcd,LSP905345,English,Lightspan,Adventure / Educational,Lightspan,1997,NTSC-U,N/A,
P.K.'s Place 2: Hoopo at Sea!,P.K.'s Place 2 - Hoopo at Sea! (USA),LSP-905352,LSP-905352-1.mcd,LSP-905352_1.mcd,LSP905352,English,Lightspan,Adventure / Educational,Lightspan,1997,NTSC-U,N/A,
P.K.'s Place 3: Carlos at the Races!,P.K.'s Place 3 - Carlos at the Races! (USA),LSP-905369,LSP-905369-1.mcd,LSP-905369_1.mcd,LSP905369,English,Lightspan,Adventure / Educational,Lightspan,1997,NTSC-U,N/A,
Math on the Move! 1: Addition/Subtraction Intermediate,Math on the Move! 1 - Addition-Subtraction Intermediate (USA),LSP-905390,LSP-905390-1.mcd,LSP-905390_1.mcd,LSP905390,English,Lightspan,Adventure / Educational,Lightspan,1997,NTSC-U,N/A,
Math on the Move! 2: Multiplication/Division Intermediate,Math on the Move! 2 - Multiplication-Division Intermediate (USA),LSP-905406,LSP-905406-1.mcd,LSP-905406_1.mcd,LSP905406,English,Lightspan,Adventure / Educational,Lightspan,1997,NTSC-U,N/A,
Cosmic Cookoff: Mathematics,Cosmic Cookoff - Mathematics (USA),LSP-905413,LSP-905413-1.mcd,LSP-905413_1.mcd,LSP905413,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Str.at.e.s. 1: Match-A-Batch,Str.at.e.s. 1 - Match-A-Batch (USA),LSP-907011,LSP-907011-1.mcd,LSP-907011_1.mcd,LSP907011,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Str.at.e.s. 2: Matchamania!,Str.at.e.s. 2 - Matchamania! (USA),LSP-907028,LSP-907028-1.mcd,LSP-907028_1.mcd,LSP907028,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Str.at.e.s. 3: Title This! Title That!,Str.at.e.s. 3 - Title This! Title That! (USA),LSP-907035,LSP-907035-1.mcd,LSP-907035_1.mcd,LSP907035,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Str.at.e.s. 4: Titlerama!,Str.at.e.s. 4 - Titlerama! (USA),LSP-907042,LSP-907042-1.mcd,LSP-907042_1.mcd,LSP907042,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Str.at.e.s. 5: Parallel Lives!,Str.at.e.s. 5 - Parallel Lives! (USA),LSP-907059,LSP-907059-1.mcd,LSP-907059_1.mcd,LSP907059,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Str.at.e.s. 6: Analogy-ology!,Str.at.e.s. 6 - Analogy-ology! (USA),LSP-907066,LSP-907066-1.mcd,LSP-907066_1.mcd,LSP907066,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Str.at.e.s. 7: Riddle Roundup!,Str.at.e.s. 7 - Riddle Roundup! (USA),LSP-907073,LSP-907073-1.mcd,LSP-907073_1.mcd,LSP907073,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Str.at.e.s. 8: Riddle Wrangler!,Str.at.e.s. 8 - Riddle Wrangler! (USA),LSP-907080,LSP-907080-1.mcd,LSP-907080_1.mcd,LSP907080,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
"Timeless Math 1: Maya, Search and Rescue","Timeless Math 1 - Maya, Search and Rescue (USA)",LSP-907318,LSP-907318-1.mcd,LSP-907318_1.mcd,LSP907318,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
"Timeless Math 2: Maya, Observatory","Timeless Math 2 - Maya, Observatory (USA)",LSP-907325,LSP-907325-1.mcd,LSP-907325_1.mcd,LSP907325,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
"Timeless Math 3: Maya, King Jaguar's Village","Timeless Math 3 - Maya, King Jaguar's Village (USA)",LSP-907332,LSP-907332-1.mcd,LSP-907332_1.mcd,LSP907332,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Timeless Math 5: Space Flight Rescue,Timeless Math 5 - Space Flight Rescue (USA),LSP-907356,LSP-907356-1.mcd,LSP-907356_1.mcd,LSP907356,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Math on the Move! 1: Addition/Subtraction Advanced,Math on the Move! 1 - Addition-Subtraction Advanced (USA),LSP-907394,LSP-907394-1.mcd,LSP-907394_1.mcd,LSP907394,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Math on the Move! 2: Multiplication/Division Advanced,Math on the Move! 2 - Multiplication-Division Advanced (USA),LSP-907400,LSP-907400-1.mcd,LSP-907400_1.mcd,LSP907400,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Crash Bandicoot,Crash Bandicoot (Japan) (Otameshi Disc),PAPX-90010,PAPX-90010-1.mcd,PAPX-90010_1.mcd,PAPX90010,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Minna no Golf,Minna no Golf (Japan) (Demo),PAPX-90018,PAPX-90018-1.mcd,PAPX-90018_1.mcd,PAPX90018,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Minna no Golf,Minna no Golf (Japan) (Demo),PAPX-90019,PAPX-90019-1.mcd,PAPX-90019_1.mcd,PAPX90019,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Rurouni Kenshin: Meiji Kenkaku Romantan: Juuyuushi Inbou-hen,Rurouni Kenshin - Meiji Kenkaku Romantan - Juuyuushi Inbou-hen (Japan) (Demo),PAPX-90024,PAPX-90024-1.mcd,PAPX-90024_1.mcd,PAPX90024,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
XI [sГЎi],"XI [sai] (Japan) (En,Ja) (Demo 1)",PAPX-90039,PAPX-90039-1.mcd,PAPX-90039_1.mcd,PAPX90039,English / Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
OverBlood 2,OverBlood 2 (Japan) (Demo),PAPX-90046,PAPX-90046-1.mcd,PAPX-90046_1.mcd,PAPX90046,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Kagero: Kokumeikan Shinshou,Kagero - Kokumeikan Shinshou (Japan) (Demo),PAPX-90047,PAPX-90047-1.mcd,PAPX-90047_1.mcd,PAPX90047,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Hanabi: Fantast,Hanabi - Fantast (Japan) (Demo),PAPX-90048,PAPX-90048-1.mcd,PAPX-90048_1.mcd,PAPX90048,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
B. L. U. E.: Legend of Water,B. L. U. E. - Legend of Water (Japan) (Demo),PAPX-90050,PAPX-90050-1.mcd,PAPX-90050_1.mcd,PAPX90050,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Yarudora,Yarudora (Japan) (Demo),PAPX-90058,PAPX-90058-1.mcd,PAPX-90058_1.mcd,PAPX90058,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Tamamayu Monogatari: Dennou Bijutsukan,Tamamayu Monogatari - Dennou Bijutsukan (Japan),PAPX-90065,PAPX-90065-1.mcd,PAPX-90065_1.mcd,PAPX90065,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Circadia,Circadia (Japan) (Demo 2),PAPX-90073,PAPX-90073-1.mcd,PAPX-90073_1.mcd,PAPX90073,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Spyro the Dragon,Spyro the Dragon (Japan) (Demo),PAPX-90078,PAPX-90078-1.mcd,PAPX-90078_1.mcd,PAPX90078,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Doko Demo Issho,Doko Demo Issho (Japan) (Demo 2),PAPX-90086,PAPX-90086-1.mcd,PAPX-90086_1.mcd,PAPX90086,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Back to School Special: PlayStation Demo Disc,Back to School Special - PlayStation Demo Disc (Asia),PAPX-90088,PAPX-90088-1.mcd,PAPX-90088_1.mcd,PAPX90088,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Ore no Ryouri,Ore no Ryouri (Japan) (Demo),PAPX-90089,PAPX-90089-1.mcd,PAPX-90089_1.mcd,PAPX90089,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Arc the Lad III,Arc the Lad III (Japan) (Demo 1),PAPX-90093,PAPX-90093-1.mcd,PAPX-90093_1.mcd,PAPX90093,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Robbit mon Dieu,Robbit mon Dieu (Japan) (Demo),PAPX-90098,PAPX-90098-1.mcd,PAPX-90098_1.mcd,PAPX90098,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Arc the Lad III,Arc the Lad III (Japan) (Demo 2),PAPX-90099,PAPX-90099-1.mcd,PAPX-90099_1.mcd,PAPX90099,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
PokeTan,PokeTan (Japan) (Demo 1),PAPX-90100,PAPX-90100-1.mcd,PAPX-90100_1.mcd,PAPX90100,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Vib-Ribbon,Vib-Ribbon (Japan) (Demo),PAPX-90102,PAPX-90102-1.mcd,PAPX-90102_1.mcd,PAPX90102,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
The Legend of Dragoon,"Legend of Dragoon, The (Japan) (Demo 3)",PAPX-90104,PAPX-90104-1.mcd,PAPX-90104_1.mcd,PAPX90104,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Chase the Express,Chase the Express (Japan) (Demo 1),PAPX-90106,PAPX-90106-1.mcd,PAPX-90106_1.mcd,PAPX90106,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Chase the Express,Chase the Express (Japan) (Demo 1),PAPX-90107,PAPX-90107-1.mcd,PAPX-90107_1.mcd,PAPX90107,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Crash Bandicoot Carnival,Crash Bandicoot Carnival (Japan) (Demo),PAPX-90109,PAPX-90109-1.mcd,PAPX-90109_1.mcd,PAPX90109,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Interactive CD Sampler Disc 6,Interactive CD Sampler Disc 6 (USA),PBPX-95004,PBPX-95004-1.mcd,PBPX-95004_1.mcd,PBPX95004,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Interactive CD Sampler Disc 6,Interactive CD Sampler Disc 6 (USA) (Rev 1),PBPX-95004,PBPX-95004-1.mcd,PBPX-95004_1.mcd,PBPX95004,English,N/A,N/A,N/A,N/A,NTSC-U,N/A,
Total NBA '96,Total NBA '96 (Japan) (Demo),PCPX-96033,PCPX-96033-1.mcd,PCPX-96033_1.mcd,PCPX96033,English,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Tobal No. 1,Tobal No. 1 (Japan) (Demo),PCPX-96035,PCPX-96035-1.mcd,PCPX-96035_1.mcd,PCPX96035,Japanese,N/A,N/A,N/A,N/A,NTSC-J,N/A,
Arc the Lad II: Characters & World CG Movie Collection,Arc the Lad II - Characters & World CG Movie Collection (Japan),PCPX-96050,PCPX-96050-1.mcd,PCPX-96050_1.mcd,PCPX96050,English,N/A,N/A,N/A,N/A,NTSC-J,N/A,
