Title,redump_name,serial,MCPFile,EMUFile,PSPSerial,Language,Developer,Genre,Publisher,Release_Date,Region,uuid,Filename
Moorhuhn Kart,Moorhuhn Kart (Germany),SLES-04122,SLES-04122-1.mcd,SLES-04122_1.mcd,SLES04122,German,Similis,Driving / Racing,Phenomedia,3/4/2004,PAL,2003-09-24-12-23-36-00,
Moorhuhn X,"Moorhuhn X (Germany) (En,De)",SLES-04174,SLES-04174-1.mcd,SLES-04174_1.mcd,SLES04174,English / German,Similis,Gun,Ravensburger,5/20/2004,PAL,2005-01-14-12-00-00-00,
Mori no Oukoku,Mori no Oukoku (Japan),SLPS-01861,SLPS-01861-1.mcd,SLPS-01861_1.mcd,SLPS01861,Japanese,Pegasus Japan,Tactical RPG,"Asmik Ace Entertainment, Inc",10/21/1999,NTSC-J,1999-09-14-10-10-48-00,
Morita Kazurou no Chess,Morita Kazurou no Chess (Japan),SLPS-02488,SLPS-02488-1.mcd,SLPS-02488_1.mcd,SLPS02488,Japanese,Yuki,Board / Chess.,Yuki,12/16/1999,NTSC-J,1999-10-16-12-10-30-00,
Morita Kazurou no Gomoku Narabe to Renju,Morita Kazurou no Gomoku Narabe to Renju (Japan),SLPS-02487,SLPS-02487-1.mcd,SLPS-02487_1.mcd,SLPS02487,Japanese,Yuki,Board.,Yuki,12/16/1999,NTSC-J,1999-10-16-09-20-30-00,
Morita Kazurou no Hanafuda,Morita Kazurou no Hanafuda (Japan),SLPS-02486,SLPS-02486-1.mcd,SLPS-02486_1.mcd,SLPS02486,Japanese,Yuki,Cards / Hanafuda,Yuki,12/16/1999,NTSC-J,1999-10-02-03-15-30-00,
Morita Kazurou no Mahjong,Morita Kazurou no Mahjong (Japan),SLPS-02588,SLPS-02588-1.mcd,SLPS-02588_1.mcd,SLPS02588,Japanese,Yuki,Mahjong,Yuki,2/17/2000,NTSC-J,1999-12-23-00-36-00-00,
Morita Kazurou no Reversi,Morita Kazurou no Reversi (Japan),SLPS-02278,SLPS-02278-1.mcd,SLPS-02278_1.mcd,SLPS02278,Japanese,Yuki,Board / Reversi.,Yuki,9/22/1999,NTSC-J,1999-06-29-10-45-30-00,
Morita Kazurou no Shougi Doujou,Morita Kazurou no Shougi Doujou (Japan),SLPS-02277,SLPS-02277-1.mcd,SLPS-02277_1.mcd,SLPS02277,Japanese,Yuki,Board / Shogi.,Yuki,9/22/1999,NTSC-J,1999-07-11-10-30-00-00,
Morita Shougi,Morita Shougi (Japan),SLPS-01119,SLPS-01119-1.mcd,SLPS-01119_1.mcd,SLPS01119,Japanese,Seta Corporation,Board / Shogi,Seta Corporation,12/4/1997,NTSC-J,1997-08-25-00-00-00-00,
Moritaka Chisato: Safari Tokyo (Disc 1),Moritaka Chisato - Safari Tokyo (Japan) (Disc 1),SLPM-86130,SLPM-86130-1.mcd,SLPM-86130_1.mcd,SLPM86130,Japanese,Oracion Inc,Mini Games / Music,KOEI,10/22/1998,NTSC-J,1998-08-22-12-00-00-00,
Moritaka Chisato: Safari Tokyo (Disc 2),Moritaka Chisato - Safari Tokyo (Japan) (Disc 2),SLPM-86131,SLPM-86131-1.mcd,SLPM-86131_1.mcd,SLPM86131,Japanese,Oracion Inc,Mini Games / Music,KOEI,10/22/1998,NTSC-J,1998-08-02-19-03-23-00,
Mort the Chicken,Mort the Chicken (Europe),SLES-02712,SLES-02712-1.mcd,SLES-02712_1.mcd,SLES02712,English,AndNow Interactive,Platformer,Crave Entertainment,1/19/2001,PAL,0000-10-13-11-03-45-06,
Mort the Chicken,Mort the Chicken (USA),SLUS-01021,SLUS-01021-1.mcd,SLUS-01021_1.mcd,SLUS01021,English,AndNow Interactive,Platformer,Crave Entertainment,11/3/2000,NTSC-U,0000-09-20-12-03-45-06,
Mortal Kombat: Special Forces,"Mortal Kombat - Special Forces (Europe) (En,Fr,De)",SLES-02338,SLES-02338-1.mcd,SLES-02338_1.mcd,SLES02338,English / French / German,Midway,Action / Beat'em Up / Shooter / Adventure,Midway,9/29/2000,PAL,0000-08-10-14-39-06-00,
Mortal Kombat: Special Forces,Mortal Kombat - Special Forces (USA),SLUS-00824,SLUS-00824-1.mcd,SLUS-00824_1.mcd,SLUS00824,English,Midway,Action / Beat'em Up / Shooter / Adventure,Midway,6/30/2000,NTSC-U,0000-06-13-10-00-58-00,
Mortal Kombat 3,Mortal Kombat 3 (Europe),SCES-00060,SCES-00060-1.mcd,SCES-00060_1.mcd,SCES00060,English,Midway,Fighting,Sony,9/15/1995,PAL,1995-07-20-12-33-44-00,
Mortal Kombat 3,Mortal Kombat 3 (Japan),SIPS-60006,SIPS-60006-1.mcd,SIPS-60006_1.mcd,SIPS60006,English,Midway,Fighting,Sony,6/14/1996,NTSC-J,1995-11-15-12-33-44-00,
Mortal Kombat 3,Mortal Kombat 3 (USA),SCUS-94201,SCUS-94201-1.mcd,SCUS-94201_1.mcd,SCUS94201,English,Midway,Fighting,Sony,9/15/1995,NTSC-U,1995-07-20-12-33-44-00,
Mortal Kombat 4,Mortal Kombat 4 (Europe),SLES-01349,SLES-01349-1.mcd,SLES-01349_1.mcd,SLES01349,English,Eurocom Developments Ltd,Fighting,GT Interactive,6/24/1998,PAL,1998-06-15-09-59-05-60,
Mortal Kombat 4,Mortal Kombat 4 (USA),SLUS-00605,SLUS-00605-1.mcd,SLUS-00605_1.mcd,SLUS00605,English,Eurocom Developments Ltd,Fighting,Midway,6/24/1998,NTSC-U,1998-06-04-06-49-15-43,
Mortal Kombat II,Mortal Kombat II (Japan),SLPS-00444,SLPS-00444-1.mcd,SLPS-00444_1.mcd,SLPS00444,English,Midway / Probe,Fighting,Acclaim,8/2/1996,NTSC-J,1996-05-22-12-00-00-00,
Mortal Kombat Mythologies: Sub-Zero,Mortal Kombat Mythologies - Sub-Zero (Europe),SLES-01020,SLES-01020-1.mcd,SLES-01020_1.mcd,SLES01020,English,Avalanche Software,Action / Beat'em Up,GT Interactive,12/1/1997,PAL,1997-07-03-18-49-26-00,
Mortal Kombat Mythologies: Sub-Zero,Mortal Kombat Mythologies - Sub-Zero (USA),SLUS-00476,SLUS-00476-1.mcd,SLUS-00476_1.mcd,SLUS00476,English,Avalanche Software,Action / Beat'em Up,Midway,10/10/1997,NTSC-U,1997-07-03-18-49-26-00,
Mortal Kombat Trilogy,Mortal Kombat Trilogy (Europe),SLES-00528,SLES-00528-1.mcd,SLES-00528_1.mcd,SLES00528,English,Avalanche Software,Fighting,GT Interactive,12/1/1996,PAL,1996-11-10-23-45-06-00,
Mortal Kombat Trilogy (Midway Classics),Mortal Kombat Trilogy (Europe) (Midway Classics),SLES-02509,SLES-02509-1.mcd,SLES-02509_1.mcd,SLES02509,English,Avalanche Software,Fighting,Midway,1/26/2001,PAL,1999-10-20-10-17-58-00,
Mortal Kombat Trilogy,Mortal Kombat Trilogy (Japan),SLPS-00791,SLPS-00791-1.mcd,SLPS-00791_1.mcd,SLPS00791,English,Avalanche Software,Fighting,Soft Bank,4/2/1998,NTSC-J,1997-12-12-23-45-06-00,
Mortal Kombat Trilogy,Mortal Kombat Trilogy (USA),SLUS-00330,SLUS-00330-1.mcd,SLUS-00330_1.mcd,SLUS00330,English,Avalanche Software,Fighting,Midway / Williams Entertainment,10/1/1996,NTSC-U,1996-11-24-23-45-06-00,
Mortal Kombat Trilogy,Mortal Kombat Trilogy (USA) (Rev 1),SLUS-00330,SLUS-00330-1.mcd,SLUS-00330_1.mcd,SLUS00330,English,Avalanche Software,Fighting,Midway / Williams Entertainment,10/1/1996,NTSC-U,1996-11-24-23-45-06-00,
Moses: Prince of Egypt,"Moses - Prince of Egypt (Europe) (En,Fr,De,Nl)",SLES-02954,SLES-02954-1.mcd,SLES-02954_1.mcd,SLES02954,Dutch / English / French / German,The Code Monkeys Ltd,Puzzle / Educational,Midas Interactive,1/9/2000,PAL,0000-07-26-14-08-00-00,
Moto Racer (EDC),"Moto Racer (Europe) (En,Fr,De,Es,It,Sv)",SLES-00469,SLES-00469-1.mcd,SLES-00469_1.mcd,SLES00469,English / French / German / Italian / Spanish / Swedish,Delphine Software International,Driving / Racing,Electronic Arts,11/30/1997,PAL,1997-09-22-18-00-00-00,
Moto Racer (EDC),"Moto Racer (Europe) (En,Fr,De,Es,It,Sv) (EDC)",SLES-00469,SLES-00469-1.mcd,SLES-00469_1.mcd,SLES00469,English / French / German / Italian / Spanish / Swedish,Delphine Software International,Driving / Racing,Electronic Arts,11/30/1997,PAL,1997-09-22-18-00-00-00,
Moto Racer (Demo),Moto Racer (France) (Demo),SLED-01005,SLED-01005-1.mcd,SLED-01005_1.mcd,SLED01005,English,N/A,N/A,N/A,N/A,PAL,1997-09-18-18-14-05-00,
Moto Racer,Moto Racer (Japan),SLPS-01163,SLPS-01163-1.mcd,SLPS-01163_1.mcd,SLPS01163,English,Delphine Software International,Driving / Racing,Electronic Arts Victor,12/18/1997,NTSC-J,1997-10-30-00-00-00-00,
Moto Racer,Moto Racer (USA),SLUS-00498,SLUS-00498-1.mcd,SLUS-00498_1.mcd,SLUS00498,English,Delphine Software International,Driving / Racing,Electronic Arts,10/15/1997,NTSC-U,1997-10-13-20-15-00-00,
Moto Racer 2 (Demo),Moto Racer 2 (France) (Demo),SLED-01552,SLED-01552-1.mcd,SLED-01552_1.mcd,SLED01552,English,N/A,N/A,N/A,N/A,PAL,1998-08-28-13-00-00-00,
Moto Racer 2,"Moto Racer 2 (Europe) (En,Fr,De,Es,It,Sv)",SLES-01184,SLES-01184-1.mcd,SLES-01184_1.mcd,SLES01184,English / French / German / Italian / Spanish / Swedish,Delphine Software International,Driving / Racing,Electronic Arts,9/22/1998,PAL,1998-09-01-12-00-00-00,
Moto Racer 2,Moto Racer 2 (Japan),SLPS-02040,SLPS-02040-1.mcd,SLPS-02040_1.mcd,SLPS02040,English,Delphine Software International,Driving / Racing,Electronic Arts Square,5/4/1999,NTSC-J,1999-01-25-00-00-00-00,
Moto Racer 2,Moto Racer 2 (USA),SLUS-00738,SLUS-00738-1.mcd,SLUS-00738_1.mcd,SLUS00738,English,Delphine Software International,Driving / Racing,Electronic Arts,11/10/1998,NTSC-U,1998-08-20-23-30-00-00,
Moto Racer World Tour,"Moto Racer World Tour (Europe) (En,Fr,De,Es,It,Sv)",SCES-03037,SCES-03037-1.mcd,SCES-03037_1.mcd,SCES03037,English / French / German / Italian / Spanish / Swedish,Delphine Software International,Driving / Racing,Infogrames,9/29/2000,PAL,1999-08-25-17-19-00-00,
Moto Racer World Tour,Moto Racer World Tour (USA),SLUS-01321,SLUS-01321-1.mcd,SLUS-01321_1.mcd,SLUS01321,English,Delphine Software International,Driving / Racing,Infogrames,11/10/2000,NTSC-U,0000-10-03-23-59-01-00,
Motocross Mania,"Motocross Mania (Europe) (En,Fr,De,Es,It)",SLES-03325,SLES-03325-1.mcd,SLES-03325_1.mcd,SLES03325,English / French / German / Italian / Spanish,Deibus Studios,Driving / Racing,"Take 2 Interactive, Inc",6/20/2001,PAL,2001-06-25-17-31-07-00,
Motocross Mania,Motocross Mania (USA),SLUS-01357,SLUS-01357-1.mcd,SLUS-01357_1.mcd,SLUS01357,English,Deibus Studios,Driving / Racing,"Take 2 Interactive, Inc",6/20/2001,NTSC-U,2001-06-12-17-31-07-00,
Motocross Mania 2,"Motocross Mania 2 (Europe) (En,Fr,De,Es,It)",SLES-04098,SLES-04098-1.mcd,SLES-04098_1.mcd,SLES04098,English / French / German / Italian / Spanish,Alpine Studios,Driving / Racing,Gotham Games,6/24/2003,PAL,2003-06-12-11-53-21-00,
Motocross Mania 2,Motocross Mania 2 (USA),SLUS-01531,SLUS-01531-1.mcd,SLUS-01531_1.mcd,SLUS01531,English,Alpine Studios,Driving / Racing,Gotham Games,6/24/2003,NTSC-U,2003-05-23-17-07-11-00,
Motor Mash,"Motor Mash (Europe) (En,Fr,De)",SLES-00310,SLES-00310-1.mcd,SLES-00310_1.mcd,SLES00310,English / French / German,Eutechnyx,Racing,Ocean,11/15/1997,PAL,1997-08-05-03-39-39-00,
Motor Toon Grand Prix: USA Edition,Motor Toon Grand Prix - USA Edition (Japan),SCPS-91027,SCPS-91027-1.mcd,SCPS-91027_1.mcd,SCPS91027,English,Opus Corp. / Bandit,Driving / Racing,Sony,3/20/1997,NTSC-J,1997-02-11-21-20-53-00,
Motor Toon Grand Prix,Motor Toon Grand Prix (Japan),SCPS-10001,SCPS-10001-1.mcd,SCPS-10001_1.mcd,SCPS10001,Japanese,Sony,Driving / Racing,Sony,12/16/1994,NTSC-J,1995-01-10-10-00-00-00,
Motor Toon Grand Prix,Motor Toon Grand Prix (Japan) (Rev 1),SCPS-10001,SCPS-10001-1.mcd,SCPS-10001_1.mcd,SCPS10001,Japanese,Sony,Driving / Racing,Sony,12/16/1994,NTSC-J,1995-01-10-10-00-00-00,
Motor Toon Grand Prix,Motor Toon Grand Prix (USA),SCUS-94355,SCUS-94355-1.mcd,SCUS-94355_1.mcd,SCUS94355,English,Opus Corp. / Bandit,Driving / Racing,Sony,10/15/1996,NTSC-U,1996-09-19-09-39-16-00,
Motor Toon Grand Prix 2,Motor Toon Grand Prix 2 (Europe),SCES-00245,SCES-00245-1.mcd,SCES-00245_1.mcd,SCES00245,English,Opus Corp. / Bandit,Driving / Racing,Sony,11/15/1996,PAL,1996-09-19-10-49-06-00,
Motor Toon Grand Prix 2,Motor Toon Grand Prix 2 (Europe) (EDC),SCES-00245,SCES-00245-1.mcd,SCES-00245_1.mcd,SCES00245,English,Opus Corp. / Bandit,Driving / Racing,Sony,11/15/1996,PAL,1996-09-19-10-49-06-00,
Motor Toon Grand Prix 2 (Disc 1),Motor Toon Grand Prix 2 (Japan) (Disc 1),SCPS-10018,SCPS-10018-1.mcd,SCPS-10018_1.mcd,SCPS10018,English,Opus Corp. / Bandit,Driving / Racing,Sony,5/24/1996,NTSC-J,1996-04-25-20-51-35-00,
Motor Toon Grand Prix 2 (Disc 2) (Taisen Sen'you Disc),Motor Toon Grand Prix 2 (Japan) (Disc 2) (Taisen Sen'you Disc),SCPS-10019,SCPS-10019-1.mcd,SCPS-10019_1.mcd,SCPS10019,English,Opus Corp. / Bandit,Driving / Racing,Sony,5/24/1996,NTSC-J,1996-04-25-20-07-56-00,
Motorhead,Motorhead (Europe),SLES-00556,SLES-00556-1.mcd,SLES-00556_1.mcd,SLES00556,English,Digital Illusions,Driving / Racing,Gremlin Interactive,4/24/1998,PAL,1998-04-02-18-45-48-00,
Motorhead,Motorhead (USA),SLUS-00717,SLUS-00717-1.mcd,SLUS-00717_1.mcd,SLUS00717,English,Digital Illusions,Driving / Racing,Fox Interactive,11/11/1998,NTSC-U,1998-09-17-14-18-37-00,
Motteke Tamago with Ganbare! Kamonohashi,Motteke Tamago with Ganbare! Kamonohashi (Japan),SLPS-01242,SLPS-01242-1.mcd,SLPS-01242_1.mcd,SLPS01242,Japanese,Naxat Soft,Action / Puzzle,Naxat Soft,4/23/1998,NTSC-J,1998-03-16-08-30-00-00,
Motto Trump Shiyou yo! i-Mode de Grand Prix,Motto Trump Shiyou yo! i-Mode de Grand Prix (Japan),SLPS-03321,SLPS-03321-1.mcd,SLPS-03321_1.mcd,SLPS03321,Japanese,Pure Sound,Cards,Pure Sound,6/27/2002,NTSC-J,2002-05-10-11-00-00-00,
Motto! Nyan to Wonderful 2,Motto! Nyan to Wonderful 2 (Japan),SLPS-01796,SLPS-01796-1.mcd,SLPS-01796_1.mcd,SLPS01796,Japanese,Pandora Box Creative Office,Breeding / Simulation,Banpresto,2/11/1999,NTSC-J,1998-12-01-20-45-00-00,
Mouja,Mouja (Japan),SLPS-00674,SLPS-00674-1.mcd,SLPS-00674_1.mcd,SLPS00674,Japanese,Etona / FPS (Fujitsu Pasokon Systems) / Racdym,Puzzle,Virgin Interactive,1/10/1997,NTSC-J,1996-09-03-15-23-54-00,
Mouja,Mouja (Japan) (Honkakuha de 1300),SLPS-02252,SLPS-02252-1.mcd,SLPS-02252_1.mcd,SLPS02252,Japanese,Etona / FPS (Fujitsu Pasokon Systems) / Racdym,Puzzle,Hect / Virgin Interactive,9/14/1999,NTSC-J,1999-07-09-12-00-00-00,
Mouri Motonari: Chikai no Sanshi,Mouri Motonari - Chikai no Sanshi (Japan),SLPS-01285,SLPS-01285-1.mcd,SLPS-01285_1.mcd,SLPS01285,Japanese,Koei,Adventure / Strategy / Tactical RPG,Koei,2/26/1998,NTSC-J,1997-12-29-00-00-00-00,
Mr. Driller,"Mr. Driller (Europe) (En,Fr,De,Es,It)",SCES-02771,SCES-02771-1.mcd,SCES-02771_1.mcd,SCES02771,English / French / German / Italian / Spanish,Namco,Action / Puzzle,Namco,9/20/2000,PAL,0000-07-26-16-30-00-00,
Mr. Driller,Mr. Driller (Japan),SLPS-02600,SLPS-02600-1.mcd,SLPS-02600_1.mcd,SLPS02600,Japanese,Namco,Action / Puzzle,Namco,6/29/2000,NTSC-J,0000-03-16-21-30-00-00,
Mr. Driller,Mr. Driller (USA),SLUS-01111,SLUS-01111-1.mcd,SLUS-01111_1.mcd,SLUS01111,English,Namco,Action / Puzzle,Namco,10/5/2000,NTSC-U,0000-03-17-15-20-00-00,
Mr. Driller G,Mr. Driller G (Japan),SLPS-03336,SLPS-03336-1.mcd,SLPS-03336_1.mcd,SLPS03336,Japanese,Namco,Action / Puzzle,Namco,11/22/2001,NTSC-J,1901-10-26-15-00-00-00,
Mr. Prospector: Horiate-kun,Mr. Prospector - Horiate-kun (Japan),SLPS-02226,SLPS-02226-1.mcd,SLPS-02226_1.mcd,SLPS02226,Japanese,Rythmics,Action / Simulation,ASK Corporation,8/12/1999,NTSC-J,1999-07-12-08-46-57-00,
Ms. Pac-Man Maze Madness,"Ms. Pac-Man Maze Madness (Europe) (En,Fr,De,Es,It)",SCES-03085,SCES-03085-1.mcd,SCES-03085_1.mcd,SCES03085,English / French / German / Italian / Spanish,Namco,Action / Platformer,Namco,12/17/2000,PAL,0000-05-25-17-30-00-00,
Ms. Pac-Man Maze Madness,Ms. Pac-Man Maze Madness (Japan),SLPS-03000,SLPS-03000-1.mcd,SLPS-03000_1.mcd,SLPS03000,Japanese,Namco,Action / Platformer,Namco,12/28/2000,NTSC-J,0000-10-29-11-00-00-00,
Ms. Pac-Man Maze Madness (Demo),Ms. Pac-Man Maze Madness (USA) (Demo),SLUS-90080,SLUS-90080-1.mcd,SLUS-90080_1.mcd,SLUS90080,English,N/A,N/A,N/A,N/A,NTSC-U,0000-04-12-22-00-00-00,
Ms. Pac-Man Maze Madness (Rev 1),Ms. Pac-Man Maze Madness (USA),SLUS-01018,SLUS-01018-1.mcd,SLUS-01018_1.mcd,SLUS01018,English,Namco,Action / Platformer,Namco,9/12/2000,NTSC-U,0000-05-25-17-30-00-00,
Ms. Pac-Man Maze Madness (Rev 1),Ms. Pac-Man Maze Madness (USA) (Rev 1),SLUS-01018,SLUS-01018-1.mcd,SLUS-01018_1.mcd,SLUS01018,English,Namco,Action / Platformer,Namco,9/12/2000,NTSC-U,0000-05-25-17-30-00-00,
MTB Dirt Cross,MTB Dirt Cross (Japan),SLPS-01467,SLPS-01467-1.mcd,SLPS-01467_1.mcd,SLPS01467,English,Sammy Studios,Racing / Mountain Bike,Sammy Studios,10/15/1998,NTSC-J,1998-08-23-10-00-00-00,
MTV Celebrity Deathmatch,"MTV Celebrity Deathmatch (Europe) (En,Fr,De,Es,It)",SLES-03967,SLES-03967-1.mcd,SLES-03967_1.mcd,SLES03967,English / French / German / Italian / Spanish,Big Ape Productions / Coresoft,Fighting,Gotham Games,10/31/2003,PAL,2003-08-01-10-17-40-00,
MTV Celebrity Deathmatch,MTV Celebrity Deathmatch (USA),SLUS-01453,SLUS-01453-1.mcd,SLUS-01453_1.mcd,SLUS01453,English,Big Ape Productions / Coresoft,Fighting,Gotham Games,10/21/2003,NTSC-U,2003-05-20-11-21-57-00,
MTV Music Generator,MTV Music Generator (USA),SLUS-01006,SLUS-01006-1.mcd,SLUS-01006_1.mcd,SLUS01006,English,Jester Interactive,Music,Codemasters,11/30/1999,NTSC-U,1999-11-26-14-57-59-00,
MTV Sports: Pure Ride,"MTV Sports - Pure Ride (Europe) (En,Fr,De)",SLES-03162,SLES-03162-1.mcd,SLES-03162_1.mcd,SLES03162,English / French / German,Radical Entertainment,Sports Snowboarding,THQ,10/1/2000,PAL,0000-09-07-19-24-58-00,
MTV Sports: Pure Ride (Demo),MTV Sports - Pure Ride (UK) (Demo),SLED-03277,SLED-03277-1.mcd,SLED-03277_1.mcd,SLED03277,English,N/A,N/A,N/A,N/A,PAL,0000-09-11-12-38-52-00,
MTV Sports: Pure Ride,MTV Sports - Pure Ride (USA),SLUS-01231,SLUS-01231-1.mcd,SLUS-01231_1.mcd,SLUS01231,English,Radical Entertainment,Sports Snowboarding,THQ,9/2/2000,NTSC-U,0000-08-30-21-50-10-00,
MTV Sports: Pure Ride (Demo),MTV Sports - Pure Ride (USA) (Demo),SLUS-90089,SLUS-90089-1.mcd,SLUS-90089_1.mcd,SLUS90089,English,N/A,N/A,N/A,N/A,NTSC-U,0000-07-21-12-38-52-00,
MTV Sports: Skateboarding featuring Andy Macdonald,MTV Sports - Skateboarding featuring Andy Macdonald (Europe),SLES-03133,SLES-03133-1.mcd,SLES-03133_1.mcd,SLES03133,English,DarkBlack Ltd,Sports Skateboarding,THQ,9/30/2000,PAL,0000-08-19-21-00-00-00,
MTV Sports: Snowboarding,MTV Sports - Snowboarding (Europe),SLES-02353,SLES-02353-1.mcd,SLES-02353_1.mcd,SLES02353,English,Radical Entertainment,Sports / Snowboarding,THQ,12/15/1999,PAL,1999-10-21-12-53-53-00,
MTV Sports: Snowboarding (Demo),MTV Sports - Snowboarding (Europe) (Demo),SLED-02412,SLED-02412-1.mcd,SLED-02412_1.mcd,SLED02412,English,N/A,N/A,N/A,N/A,PAL,1999-11-03-13-35-15-00,
MTV Sports: Snowboarding,MTV Sports - Snowboarding (USA),SLUS-00990,SLUS-00990-1.mcd,SLUS-00990_1.mcd,SLUS00990,English,Radical Entertainment,Sports / Snowboarding,THQ,10/25/1999,NTSC-U,1999-09-20-09-59-53-00,
MTV Sports: T.J. Lavin's Ultimate BMX,MTV Sports - T.J. Lavin's Ultimate BMX (Europe),SLES-03430,SLES-03430-1.mcd,SLES-03430_1.mcd,SLES03430,English,Blue Shift Inc,Sports BMX,THQ,4/30/2001,PAL,2001-02-26-15-25-51-00,
MTV Sports: T.J. Lavin's Ultimate BMX,MTV Sports - T.J. Lavin's Ultimate BMX (USA),SLUS-01233,SLUS-01233-1.mcd,SLUS-01233_1.mcd,SLUS01233,English,Blue Shift Inc,Sports BMX,THQ,3/20/2001,NTSC-U,2001-02-19-19-19-48-00,
"Mummy, The","Mummy, The (Europe) (En,Fr,De,Es,It)",SLES-02973,SLES-02973-1.mcd,SLES-02973_1.mcd,SLES02973,English / French / German / Italian / Spanish,Rebellion,Action / Adventure,Konami,8/18/2000,PAL,0000-09-20-11-50-00-00,
"Mummy, The","Mummy, The (USA)",SLUS-01187,SLUS-01187-1.mcd,SLUS-01187_1.mcd,SLUS01187,English,Rebellion,Action / Adventure,Konami,11/15/2000,NTSC-U,0000-09-11-19-45-00-00,
Mundial 2002 Challenge,Mundial 2002 Challenge (Portugal),SLES-03870,SLES-03870-1.mcd,SLES-03870_1.mcd,SLES03870,Portuguese,Anco,Soccer,Anco,4/26/2002,PAL,2002-05-12-12-00-00-00,
Muppet Monster Adventure,Muppet Monster Adventure (Europe),SCES-02403,SCES-02403-1.mcd,SCES-02403_1.mcd,SCES02403,English,Magenta Software Ltd. / Traveller's Tales,Action / Platformer,Midway,10/18/2000,PAL,0000-09-20-12-00-00-00,
Muppet Monster Adventure,Muppet Monster Adventure (France),SCES-03090,SCES-03090-1.mcd,SCES-03090_1.mcd,SCES03090,French,Magenta Software Ltd. / Traveller's Tales,Action / Platformer,Midway,10/18/2000,PAL,0000-09-20-12-00-00-00,
Muppet Monster Adventure,Muppet Monster Adventure (Germany),SCES-03091,SCES-03091-1.mcd,SCES-03091_1.mcd,SCES03091,German,Magenta Software Ltd. / Traveller's Tales,Action / Platformer,Midway,10/18/2000,PAL,0000-09-20-12-00-00-00,
Muppet Monster Adventure,Muppet Monster Adventure (Italy),SCES-03092,SCES-03092-1.mcd,SCES-03092_1.mcd,SCES03092,Italian,Magenta Software Ltd. / Traveller's Tales,Action / Platformer,Midway,10/18/2000,PAL,0000-09-21-12-00-00-00,
Muppet Monster Adventure,Muppet Monster Adventure (Spain),SCES-03093,SCES-03093-1.mcd,SCES-03093_1.mcd,SCES03093,Spanish,Magenta Software Ltd. / Traveller's Tales,Action / Platformer,Midway,10/18/2000,PAL,0000-09-21-12-00-00-00,
Muppet Monster Adventure,Muppet Monster Adventure (USA),SLUS-01238,SLUS-01238-1.mcd,SLUS-01238_1.mcd,SLUS01238,English,Magenta Software Ltd. / Traveller's Tales,Action / Platformer,Midway,11/8/2000,NTSC-U,0000-10-10-15-05-13-00,
Muppet RaceMania,Muppet RaceMania (Europe),SCES-02008,SCES-02008-1.mcd,SCES-02008_1.mcd,SCES02008,English,Traveller's Tales,Driving / Racing,Sony,10/19/2000,PAL,0000-02-28-12-00-00-00,
Muppet RaceMania,Muppet RaceMania (France),SCES-02483,SCES-02483-1.mcd,SCES-02483_1.mcd,SCES02483,French,Traveller's Tales,Driving / Racing,Sony,10/19/2000,PAL,0000-03-08-12-00-00-00,
Muppet RaceMania,Muppet RaceMania (Germany),SCES-02484,SCES-02484-1.mcd,SCES-02484_1.mcd,SCES02484,German,Traveller's Tales,Driving / Racing,Sony,10/19/2000,PAL,0000-03-07-12-00-00-00,
Muppet RaceMania,Muppet RaceMania (Italy),SCES-02485,SCES-02485-1.mcd,SCES-02485_1.mcd,SCES02485,Italian,Traveller's Tales,Driving / Racing,Sony,10/19/2000,PAL,0000-03-07-12-00-00-00,
Muppet RaceMania,Muppet RaceMania (Spain),SCES-02486,SCES-02486-1.mcd,SCES-02486_1.mcd,SCES02486,Spanish,Traveller's Tales,Driving / Racing,Sony,10/19/2000,PAL,0000-03-07-12-00-00-00,
Muppet RaceMania,Muppet RaceMania (USA),SLUS-01237,SLUS-01237-1.mcd,SLUS-01237_1.mcd,SLUS01237,English,Traveller's Tales,Driving / Racing,Midway,10/3/2000,NTSC-U,0000-07-12-12-00-00-00,
Murakoshi Seikai no Bakuchou Nihon Rettou,Murakoshi Seikai no Bakuchou Nihon Rettou (Japan),SLPS-01392,SLPS-01392-1.mcd,SLPS-01392_1.mcd,SLPS01392,Japanese,A-Wave,Fishing,Victor Entertainment,6/11/1998,NTSC-J,1998-04-24-15-00-00-00,
Murakoshi Seikai no Bakuchou Nihon Rettou,Murakoshi Seikai no Bakuchou Nihon Rettou (Japan) (Demo),SLPM-80253,SLPM-80253-1.mcd,SLPM-80253_1.mcd,SLPM80253,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-04-18-00-03-39-00,
Murakoshi Seikai no Bakuchou Nihon Rettou,Murakoshi Seikai no Bakuchou Nihon Rettou (Japan) (TsuriCon Taiouban),SLPS-02279,SLPS-02279-1.mcd,SLPS-02279_1.mcd,SLPS02279,Japanese,A-Wave,Fishing,Victor Entertainment,9/22/1999,NTSC-J,1999-07-26-12-00-00-00,
Murakoshi Seikai no Bakuchou Nihon Rettou 2,Murakoshi Seikai no Bakuchou Nihon Rettou 2 (Japan),SLPS-02890,SLPS-02890-1.mcd,SLPS-02890_1.mcd,SLPS02890,Japanese,Infinity,Fishing,Victor Entertainment,9/14/2000,NTSC-J,0000-08-04-10-11-00-00,
